;Наименование вида расходов;Направление расходов;Отнесено;Дата проведения
489;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. Океанский пр-т, 34;758.88;09.10.2020
490;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. Океанский пр-т, 34;1962.84;11.11.2020
491;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. Океанский пр-т, 34;982.08;11.11.2020
492;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. Океанский пр-т, 34;1605.96;11.12.2020
493;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. Океанский пр-т, 34;803.52;15.12.2020
495;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина, 59;16.39;27.01.2020
496;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина, 59;32.78;05.03.2020
497;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина, 59;16.39;13.04.2020
498;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина, 59;32.78;14.07.2020
499;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина, 59;66.08;12.08.2020
500;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина, 59;66.24;29.09.2020
501;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина, 59;33.12;12.11.2020
502;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. с.Вольно-Надеждинское, ул.Пушкина, 59;99.36;11.12.2020
504;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;442.26;27.01.2020
505;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;540.54;05.03.2020
506;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;442.26;13.04.2020
507;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;81.9;14.05.2020
508;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;81.9;11.06.2020
509;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;458.64;14.07.2020
510;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;892.2;12.08.2020
511;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;223.2;12.08.2020
512;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;440.72;12.08.2020
513;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;410.41;09.09.2020
514;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;205.34;09.09.2020
515;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;276.77;01.10.2020
516;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;553.16;02.10.2020
517;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;642.38;11.11.2020
518;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;321.41;11.11.2020
519;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;660.23;11.12.2020
520;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Калинина, 261;330.34;15.12.2020
522;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Мордовцева, 6;212.94;10.02.2020
523;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Мордовцева, 6;180.18;06.03.2020
524;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Мордовцева, 6;163.8;09.04.2020
525;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Мордовцева, 6;163.8;14.05.2020
526;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Мордовцева, 6;180.18;08.06.2020
527;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Мордовцева, 6;98.28;10.07.2020
528;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Мордовцева, 6;81.9;10.08.2020
529;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Мордовцева, 6;107.06;09.09.2020
530;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Мордовцева, 6;249.82;05.10.2020
531;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Мордовцева, 6;124.91;09.11.2020
532;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Мордовцева, 6;71.38;11.12.2020
534;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 69;933.66;27.01.2020
535;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 69;1261.26;27.02.2020
536;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 69;1031.94;10.04.2020
537;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 69;819;22.04.2020
538;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 69;360.36;27.05.2020
539;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 69;311.22;29.06.2020
540;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 69;409.5;30.07.2020
541;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 69;487.92;20.08.2020
542;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 69;517.47;30.09.2020
543;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 69;2061.17;27.10.2020
544;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 69;2186.1;04.12.2020
545;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 69;2748.24;30.12.2020
547;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71;798.53;27.01.2020
548;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71;1256.35;05.03.2020
549;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71;936.94;13.04.2020
550;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71;447.17;14.05.2020
551;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71;298.12;11.06.2020
552;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71;617.53;14.07.2020
553;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71;1395.16;12.08.2020
554;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71;985.89;09.09.2020
555;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71;1009.08;02.10.2020
556;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71;951.09;11.11.2020
557;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71;974.28;11.12.2020
559;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка;429.97;27.01.2020
560;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка;676.49;05.03.2020
561;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка;504.5;13.04.2020
562;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка;240.79;14.05.2020
563;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка;160.52;11.06.2020
564;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка;332.51;14.07.2020
565;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка;751.25;12.08.2020
566;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка;530.86;09.09.2020
567;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка;543.35;02.10.2020
568;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка;512.13;11.11.2020
569;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 71 Пристройка;524.61;11.12.2020
571;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;196.56;27.01.2020
572;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;278.46;05.03.2020
573;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;245.7;13.04.2020
574;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;49.14;14.05.2020
575;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;65.52;11.06.2020
576;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;98.28;14.07.2020
577;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;352.57;12.08.2020
578;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;249.82;09.09.2020
579;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;124.99;09.09.2020
580;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;196.42;01.10.2020
581;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;392.58;02.10.2020
582;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;267.66;11.11.2020
583;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;133.92;11.11.2020
584;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;196.28;11.12.2020
585;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Светланская, 73 А;98.21;15.12.2020
587;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;16.38;27.01.2020
588;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;32.76;05.03.2020
589;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;16.38;13.04.2020
590;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;32.76;11.06.2020
591;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;16.38;14.07.2020
592;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;35.69;12.08.2020
593;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;8.93;12.08.2020
594;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;17.63;12.08.2020
595;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;35.68;09.09.2020
596;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;71.38;09.09.2020
597;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;17.86;09.09.2020
598;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;8.93;01.10.2020
599;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;35.69;01.10.2020
600;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;17.84;02.10.2020
601;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;53.53;11.11.2020
602;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;26.79;11.11.2020
603;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;107.06;11.11.2020
604;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;-42.38;07.12.2020
605;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;71.38;11.12.2020
606;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;35.72;15.12.2020
607;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за водоотведение по тарифам зд. ул.Фонтанная, 19;142.75;16.12.2020
610;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская,111;157.86;05.03.2020
611;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская,111;252.58;13.04.2020
612;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская,111;157.86;14.05.2020
613;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская,111;126.29;11.06.2020
614;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская,111;157.89;14.07.2020
615;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская,111;458.92;12.08.2020
616;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская,111;593.78;09.09.2020
617;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская,111;1418.48;02.10.2020
618;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская,111;1286.53;11.11.2020
619;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Светланская,111;1319.52;11.12.2020
621;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13;1010.4;16.01.2020
622;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13;929.57;10.02.2020
623;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13;1050.82;05.03.2020
624;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13;1091.23;08.04.2020
625;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13;889.15;20.05.2020
626;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13;929.57;19.06.2020
627;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13;646.66;10.07.2020
628;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13;532.74;07.08.2020
629;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13;901.56;11.09.2020
630;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13;1065.48;08.10.2020
631;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13;808.12;11.11.2020
632;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Находка, Находкинский пр-т, 13;860.58;10.12.2020
634;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102;1593.65;21.01.2020
635;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102;1365.98;13.02.2020
636;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102;1403.93;11.03.2020
637;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102;1290.1;09.04.2020
638;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102;1479.82;15.05.2020
639;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102;1403.93;11.06.2020
640;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102;1517.76;08.07.2020
641;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102;1360.8;10.08.2020
642;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102;1205.28;08.09.2020
643;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102;1710.72;02.10.2020
644;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102;1632.96;09.11.2020
645;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102;894.24;09.12.2020
647;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей);113.83;21.01.2020
648;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей);75.89;13.02.2020
649;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей);75.89;11.03.2020
650;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей);113.83;09.04.2020
651;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей);37.94;15.05.2020
652;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей);569.16;11.06.2020
653;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей);151.78;08.07.2020
654;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей);155.52;08.09.2020
655;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей);38.88;02.10.2020
656;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей);116.64;09.11.2020
657;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. г.Уссурийск, ул.Некрасова,102 (ГАРАЖ на 10 автомобилей);77.76;09.12.2020
659;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34;4325.36;27.01.2020
660;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34;5777.68;05.03.2020
661;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34;5525.1;13.04.2020
662;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34;2936.2;14.05.2020
663;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34;2841.48;11.06.2020
664;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34;3283.52;14.07.2020
665;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34;3376.31;12.08.2020
666;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34;2803.98;09.09.2020
667;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34;3793.62;02.10.2020
668;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34;3562.7;11.11.2020
669;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. Океанский пр-т, 34;2968.92;11.12.2020
671;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59;31.74;27.01.2020
672;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59;63.48;05.03.2020
673;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59;31.74;13.04.2020
674;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59;63.48;14.07.2020
675;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59;31.79;12.08.2020
676;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59;129.7;29.09.2020
677;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59;64.85;12.11.2020
678;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. с.Вольно-Надеждинское,  ул.Пушкина,59;194.54;11.12.2020
680;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261;852.45;27.01.2020
681;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261;1041.88;05.03.2020
682;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261;852.44;13.04.2020
683;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261;157.86;14.05.2020
684;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261;157.86;11.06.2020
685;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261;694.6;14.07.2020
686;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261;819.5;12.08.2020
687;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261;758.72;09.09.2020
688;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261;1022.63;02.10.2020
689;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261;1154.58;11.11.2020
690;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Калинина, 261;1220.55;11.12.2020
692;Расходы по оплате услуг водоснабжения, водоотведения;Оплата за холодное водоснабжение по тарифам зд. ул.Мордовцева,6;410.44;10.02.2020
